"site","species","replicate","week","tray","date.x","sample_ID","weight_mg","N2_amp","nitro_perc","n15","CO2_Amp","carbon_perc","c13","uniqueid.x","Date.x","obs","time","elapsed","date.y","hhmmss","averaging","treatment","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","X.Pcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","Tled","Pc","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","date2","Date.y","uniqueid.y","date","drymass_g","area_cm2","Date","uniqueid","sla_cm2g","lma_gm2","amass","nmass","nue"
"c","h",3,5,1,"6/22/2022",71,3.1,"3,684",3,0.98,"10,423",50.12,-25.48,"h-c",2022-06-22,8,1655817461,1618.5,"20220621 09:17:41","9:17:41",10,"h",1655817456,0.004114547,4.11454721,14.94133574,410.005,266.5310495,26.82740985,41.26863342,0.18894823,2.399391369,0.181054061,0.113840564,238.0494426,30.55707076,30.410905,4.362045266,49.97993483,2.148610601,4.298946384,2.213434665,-181.451532,-32.88358558,-3.055884931,20.65844015,204,41,1,0,25406.43735,1499.9975,1264.497992,0.843000066,0.158699893,3,0.5,"0: Broadleaf",2,1655817456,410.005,419.97485,21.346505,18.932205,405.9983,20.846545,500.3582,100.5539,0.10007597,30.156695,30.410905,999.9,0,0,5001.5935,575.47695,167.8749,1499.9975,"0.90000185",0.09999829,26,30875.15,1655817225,"9:13:45",1655817225,1655815640,8,0.021,0.138,4.003,0.504,420,21,0.26,0.13,100,100,4.006,0.4999,4.023644951,0.000397065,-1.31e-06,5.62e-10,0.277634737,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.9,30.4,19,280.601,558.276,34.9777,25.7904,29.9996,25.7414,25.6825,21.6255,22.93,100,34.8552,420,18.9401,99.7375,99.7419,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21 09:17:41,2022-06-21,"h-c","6/21/2022",0.07334,5.87,2022-06-21,"h-c",80.038178347423,124.940374787053,1195.87729470684,30,39.8625764902282
"c","h",3,8,2,"7/13/2022",135,2.88,"2,232",2.07,1.17,"9,339",50.04,-25.95,"h-c",2022-07-13,8,1657721142,1774.9,"20220713 10:05:41","10:05:41",10,"h",1657721136,0.006689257,6.689256972,15.58578536,411.21335,322.2497269,32.18540246,41.07084059,0.344964731,2.579811292,0.321234938,0.202767673,238.0493658,29.62746992,29.519205,4.144197554,49.97546047,2.129720622,4.261532764,2.014476932,-294.9962324,67.48574961,5.802817656,16.34170058,0,0,1,0,25259.84728,1499.9955,1264.496262,0.843000037,0.158700053,2.4,0.5,"0: Broadleaf",2,1657721136,411.21335,420.008,21.32339,18.183465,409.29335,20.99178,500.3905,99.7772,0.1000063,30.004425,29.519205,999.9,0,0,5007.9385,553.31765,990.9897,1499.9955,"0.89999935",0.10000067,33,30875.07,1657721162,"10:06:02",1657721162,1657715840,18,0.158,0.039,1.92,0.336,420,22,0.23,0.16,100,100,1.92,0.3319,1.783991558,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,11,88.4,19,212.43,498.776,29.377,32.4369,29.9969,32.3504,32.3106,21.6514,33.4994,0,29.2621,420,18.2517,99.5009,100.32,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 10:05:41,2022-07-13,"h-c","7/13/2022",0.0711,2.779,2022-07-13,"h-c",39.0857946554149,255.847427132062,609.182806124332,20.7,29.4291210688083
"c","h",4,1,1,"5/24/2022",47,3.18,"3,949",3.07,0.21,"9,876",51.83,-27.72,"h-c",2022-05-24,5,1653488043,765,"20220525 10:14:02","10:14:02",10,"h",1653488037,0.003842184,3.842183813,13.79416326,410.7421429,283.1455221,28.61600301,41.51151079,0.197063315,2.403546157,0.188507152,0.118554748,238.0492805,30.50268339,29.54396667,4.150116458,50.51621131,2.154450483,4.264869489,1.995665975,-169.4403061,61.43201757,5.670739328,135.7117312,5,1,1,0,25464.53655,1499.994286,1264.495146,0.842999976,0.158700125,3,0.5,"0: Broadleaf",2,1653488037,410.7421429,419.9569048,21.31754762,19.06349048,407.1771429,20.68397143,500.4679524,100.9645714,0.100078295,30.01805238,29.54396667,999.9,0,0,4991.875238,584.1382857,69.60945238,1499.994286,"0.899998048",0.100001857,24,30875.05714,1653488061,"10:14:21",1653488061,1653484020,10,-0.002,0.053,3.565,0.581,420,19,0.21,0.12,100,100,3.565,0.633,3.588183148,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,2.4,67,19,485.091,409.533,38.4302,24.7043,29.9995,24.628,24.5762,19.3809,24.9688,100,38.3864,420,18.9551,100.077,100.473,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 10:14:02,2022-05-25,"h-c","5/24/2022",0.041,4.44,2022-05-24,"h-c",108.292682926829,92.3423423423423,1493.8069481561,30.7,48.6582067803289
"c","h",4,10,1,"7/26/2022",23,3.2,"3,285",2.54,-0.2,"9,893",51.61,-25.39,"h-c",2022-07-26,11,1658842234,2565.1,"20220726 09:30:33","9:30:33",10,"h",1658842226,0.007283614,7.283613944,20.35264335,406.0125333,305.2715869,30.59950072,40.69746854,0.396700164,2.113906588,0.359507623,0.227742578,238.0473689,29.44881793,29.35076333,4.104129035,49.83556652,2.136548803,4.287196781,1.967580232,-321.2073749,86.41239013,9.065003744,12.31738781,241,24,1,0,25308.69535,1499.983333,1264.485952,0.843000001,0.158700009,6,0.5,"0: Broadleaf",2,1658842226,406.0125333,419.9985333,21.31497667,17.03793667,405.222,21.00787667,999.9949333,100.1370667,0.099909273,30.109,29.35076333,999.9,0,0,5002.208333,533.3706333,179.9869,1499.983333,"0.899999867",0.10000013,28.71666667,29957.80333,1658841900,"9:25:00",1658841900,1657715840,10,0.026,0.039,0.785,0.336,420,22,0.36,0.16,100,100,0.79,0.3066,0.807127727,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,5.6,18773.2,1.67236,2.45361,3.35327,3.03833,3.39966,2.38525,33.0652,14.2896,19,326.393,862.801,33.8685,28.2715,30.0001,28.2239,28.1858,33.4221,29.7955,58.9574,33.8296,420,17.0826,99.7819,100.534,2022-07-26 09:30:33,2022-07-26,"h-c","7/27/2022",0.09,4.772,2022-07-27,"h-c",53.0222222222222,188.600167644593,1079.14237851333,25.4,42.4859204139108
"c","h",4,3,2,"6/8/2022",102,3.27,"3,948",3.04,-0.18,"10,576",49.55,-24.91,"h-c",2022-06-08,12,1654788486,3409.5,"20220609 11:28:06","11:28:06",10,"h",1654788481,0.003334337,3.334336559,12.86767192,411.4669048,264.1827878,26.21541872,40.83073424,0.156786506,2.374315472,0.151253475,0.095014275,238.0499849,30.47079844,29.93426667,4.244390166,50.44352905,2.127076928,4.216748843,2.117313239,-147.0442423,-14.54736071,-1.360685629,75.09769632,0,0,1,0,25112.99241,1500,1264.500058,0.843000039,0.15869999,3,0.5,"0: Broadleaf",2,1654788481,411.4669048,420.0031905,21.43536667,19.47936667,406.9799048,20.95591429,500.4392381,99.13133333,0.100789019,29.82061905,29.93426667,999.9,0,0,5008.18381,563.1188095,471.5575714,1654788504,"11:28:24",1654788504,1654779588,28,-0.065,"0.061",4.487,0.481,420,21,0.3,0.17,100,100,4.487,0.4791,4.572488287,0.000397065,-1.31e-06,5.62e-10,0.25398333,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.4,148.3,19,500.113,519.745,33.3199,29.7636,29.9996,29.783,29.7316,21.7526,26.6632,48.7515,33.3603,420,19.3888,98.8339,99.0735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09 11:28:06,2022-06-09,"h-c","6/8/2022",0.03,2.47,2022-06-08,"h-c",82.3333333333333,121.457489878542,1059.43832141333,30.4,34.8499447833333
"c","h",4,5,1,"6/22/2022",72,3.19,"3,161",2.52,0.2,"10,518",49.41,-24.86,"h-c",2022-06-22,4,1655816582,739.5,"20220621 09:03:02","9:03:02",10,"h",1655816577,0.002537477,2.537477095,10.63812509,412.7253333,257.0636245,25.87176642,41.53809564,0.12090483,2.40029379,0.117620567,0.073800501,238.0501821,30.86876161,29.96030952,4.250746492,50.49809854,2.148551406,4.254717442,2.102195086,-111.9027399,2.103133487,0.194762705,128.4453383,208,42,1,0,25435.56932,1500,1264.500017,0.843000011,0.158700121,3,0.5,"0: Broadleaf",2,1655816577,412.7253333,419.7322381,21.34815238,19.85909048,408.7243333,20.84812381,500.309619,100.543381,0.100054967,29.9765619,29.96030952,999.9,0,0,5004.43381,573.2148571,76.67890476,1500,"0.899998238",0.100001714,26,30875.1619,1655816599,"9:03:19",1655816599,1655815640,5,-0.041,0.138,4.001,0.504,419,21,0.18,0.13,100,100,4.001,0.4999,4.062211848,0.000397065,-1.31e-06,5.62e-10,0.277634737,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,5.6,15.7,19,276.483,560.542,35.6496,25.9396,29.9988,25.8614,25.8101,21.0509,17.982,100,35.5678,420,19.8148,99.7054,99.6887,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21 09:03:02,2022-06-21,"h-c","6/21/2022",0.11042,8.56,2022-06-21,"h-c",77.5221880094186,128.995327102804,824.690733294693,25.2,32.7258227497894
"c","h",4,8,2,"7/13/2022",136,3.11,"2,851",2.43,0.12,"9,915",49.19,-27.19,"h-c",2022-07-13,12,1657721828,2461,"20220713 10:17:07","10:17:07",10,"h",1657721822,0.008001869,8.001868645,17.76957437,407.4528,323.6650981,32.31862321,40.68499692,0.428825541,2.380886147,0.390082383,0.246990055,238.049001,29.30816934,29.58587,4.160149607,50.72528687,2.17685305,4.291455375,1.983296557,-352.8824073,69.36869443,6.469122247,-38.99558959,0,0,1,0,25161.95684,1499.9945,1264.495208,0.842999896,0.158699916,3,0.5,"0: Broadleaf",2,1657721822,407.4528,420.06135,21.800785,17.10784,405.51335,21.45575,500.37375,99.752115,0.099933915,30.1263,29.58587,999.9,0,0,4993.969,548.5301,1391.5415,1499.9945,"0.90000085",0.09999906,32.78332,30875.105,1657721479,"10:11:18",1657721479,1657715840,19,0.014,0.039,1.934,0.336,420,22,0.21,0.16,100,100,1.94,0.3424,1.95613255,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,5.8,99.8,19,213.165,497.929,28.2475,31.993,30.0004,32.0158,31.9845,21.6345,38.4709,0,28.1705,420,16.9703,99.5704,100.396,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 10:17:07,2022-07-13,"h-c","7/13/2022",0.053,2.333,2022-07-13,"h-c",44.0188679245283,227.17531075868,782.196547268113,24.3,32.1891583237907
"c","h",5,1,1,"5/24/2022",48,2.89,"2,625",2.26,0.83,"9,007",50.33,-29.31,"h-c",2022-05-24,7,1653488483,1205.4,"20220525 10:21:23","10:21:23",10,"h",1653488478,0.005063923,5.063922775,12.07362645,411.5089524,325.2647461,32.87109856,41.5868965,0.272472814,2.405742541,0.256415969,0.161623715,238.0491199,30.15360663,29.30525714,4.093362247,50.53799025,2.159293491,4.272614484,1.934068756,-223.3189944,96.54624767,8.894843793,120.1712169,3,1,1,0,25495.22794,1499.995714,1264.49619,0.842999869,0.158699867,3,0.5,"0: Broadleaf",2,1653488478,411.5089524,419.997,21.36655238,18.39537143,407.9569524,20.73162381,500.3792381,100.9596667,0.099851629,30.04964762,29.30525714,999.9,0,0,4997.737619,590.0282857,200.433,1499.995714,"0.900001476",0.099998424,23.30158571,30875.09524,1653488501,"10:21:41",1653488501,1653484020,12,-0.038,0.053,3.552,0.581,420,19,0.15,0.12,100,100,3.552,0.6336,3.611674624,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.2,74.4,19,487.568,407.81,37.691,24.4177,29.9998,24.3491,24.2957,19.5272,28.3517,100,37.6951,420,18.3565,100.135,100.532,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 10:21:23,2022-05-25,"h-c","5/24/2022",0.052,6.54,2022-05-24,"h-c",125.769230769231,79.5107033639144,1518.49071121154,22.6,67.1898544783867
"c","h",5,10,1,"7/26/2022",24,3.41,"3,272",2.38,0.11,"10,256",51.09,-29.33,"h-c",2022-07-26,8,1658841481,1812.6,"20220726 09:18:01","9:18:01",10,"h",1658841473,0.005481915,5.481914736,11.27238494,411.8390645,330.0585204,33.08171251,41.27856332,0.276439418,2.114144705,0.257813944,0.162702446,238.0497253,30.01677749,29.72199032,4.192887707,49.83668563,2.128904423,4.271761647,2.063983284,-241.7524399,36.9493868,3.881621646,37.12829392,239,24,1,0,25318.66115,1499.999032,1264.499219,0.843000023,0.158699919,6,0.5,"0: Broadleaf",2,1658841473,411.8390645,419.9570968,21.24022581,18.02093871,411.1170645,20.9352129,999.9998387,100.1298387,0.100000752,30.04617097,29.72199032,999.9,0,0,5003.327419,532.2646452,68.63035806,1499.999032,"0.90000129",0.099998781,29,29958.08387,1658841511,"9:18:31",1658841511,1657715840,8,0.92,0.039,0.722,0.336,420,22,0.17,0.16,100,100,0.722,0.3048,-0.176063062,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,10.9,18760.7,1.67236,2.45361,3.35327,3.04077,3.39966,2.41577,32.8647,14.3509,19,327.249,869.812,33.2964,27.956,30.0002,27.8851,27.8441,33.4207,25.8979,64.5202,33.2565,420,18.1608,99.8489,100.586,2022-07-26 09:18:01,2022-07-26,"h-c","7/27/2022",0.0971,8.253,2022-07-27,"h-c",84.994850669413,117.654186356476,958.09467466344,23.8,40.2560787673714
"c","h",5,3,2,"6/8/2022",103,2.83,"3,019",2.67,0.5,"8,954",45.94,-27.06,"h-c",2022-06-08,14,1654789041,3964.4,"20220609 11:37:21","11:37:21",10,"h",1654789036,0.004229367,4.229367102,16.11033765,412.51965,265.1787765,26.30887316,40.92683168,0.197244828,2.64577228,0.189424556,0.119067133,238.0499849,30.46727752,30.10022,4.285036891,49.88252119,2.141635296,4.293358164,2.143401595,-186.5150892,4.821907174,0.405703731,56.76250661,0,0,1,0,25084.58933,1500,1264.500058,0.843000039,0.15869999,2.1,0.5,"0: Broadleaf",2,1654789036,412.51965,420.0162,21.58649,19.849095,407.94165,21.102815,500.17105,99.112315,0.09952055,30.134025,30.10022,999.9,0,0,5008.594,567.8796,333.0685,1654789061,"11:37:41",1654789061,1654779588,30,0.019,"0.061",4.578,0.481,420,21,0.26,0.17,100,100,4.578,0.4822,4.580147269,0.000397065,-1.31e-06,5.62e-10,0.25398333,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4,157.6,19,502.876,520.387,34.5465,29.1568,30.0002,29.1856,29.1452,21.7573,25.9515,51.1019,34.5209,420,19.7255,98.9447,99.1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09 11:37:21,2022-06-09,"h-c","6/8/2022",0.038,3.62,2022-06-08,"h-c",95.2631578947368,104.972375690608,1534.72163928947,26.7,57.4802112093436
"c","h",5,5,1,"6/22/2022",73,3.2,"2,704",2.18,-0.23,"10,549",49.64,-27.64,"h-c",2022-06-22,1,1655815843,0,"20220621 08:50:42","8:50:42",10,"h",1655815837,0.002109783,2.109782731,9.485139114,413.69885,249.3801577,25.09811938,41.63548222,0.101154133,2.400486938,0.098844385,0.06198087,238.0502082,31.08117619,29.881865,4.231625499,50.34029484,2.151596767,4.274104421,2.080028731,-93.04141844,22.49945383,2.083423509,169.5916671,202,40,1,0,25431.89465,1500,1264.500142,0.843000095,0.158700139,3,0.5,"0: Broadleaf",2,1655815837,413.69885,419.9099,21.378715,20.14065,409.80485,20.87785,500.29965,100.54195,0.100056185,30.05572,29.881865,999.9,0,0,5005.001,572.9475,90.07846,1500,"0.8999983",0.10000175,26,30875.145,1655815865,"8:51:04",1655815865,1655815640,2,-0.031,0.138,3.894,0.504,419,21,0.25,0.13,100,100,3.894,0.5007,3.945449333,0.000397065,-1.31e-06,5.62e-10,0.277634737,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.3,3.4,19,283.023,563.866,34.9158,25.7404,29.9988,25.5764,25.5025,19.1581,17.5789,100,34.8375,420,20.0852,99.7563,99.7257,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21 08:50:42,2022-06-21,"h-c","6/21/2022",0.06765,9.54,2022-06-21,"h-c",141.019955654102,70.9119496855346,1337.59389722927,21.8,61.3575182215261
"c","h",5,8,2,"7/13/2022",137,3.06,"2,675",2.09,0.56,"9,835",47.92,-28.8,"h-c",2022-07-13,14,1657722135,2768.5,"20220713 10:22:15","10:22:15",10,"h",1657722130,0.004347125,4.347124945,10.02079487,412.9229524,323.1405463,32.26454858,41.22903428,0.216010324,2.377665168,0.205670016,0.129431537,238.0507054,30.28853754,29.66112857,4.178222285,50.22242852,2.134534339,4.250161536,2.043687946,-191.7082101,38.04338316,3.550980835,87.93685937,0,0,1,0,25127.68304,1500.005238,1264.504393,0.842999985,0.158699916,3,0.5,"0: Broadleaf",2,1657722130,412.9229524,420.0075238,21.37809524,18.82735238,410.8679524,21.04494762,500.347381,99.74678571,0.100011462,29.95791429,29.66112857,999.9,0,0,4985.923333,550.4293333,286.4304286,1500.005238,"0.90000119",0.099998833,32,30875.29524,1657722155,"10:22:35",1657722155,1657715840,21,0.041,0.039,2.055,0.336,420,22,0.23,0.16,100,100,2.055,0.3325,2.03568798,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,2.6,104.9,19,213.394,498.821,29.264,31.8432,30.0001,31.8958,31.8652,21.6708,30.7536,0,29.3009,420,18.8237,99.5938,100.417,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 10:22:15,2022-07-13,"h-c","7/13/2022",0.076,3.872,2022-07-13,"h-c",50.9473684210526,196.280991735537,510.533128113684,20.9,24.4274223977839
"c","m",1,1,1,"5/24/2022",54,3.21,"3,550",2.72,1.73,"9,672",49.8,-27.83,"m-c",2022-05-24,3,1653484742,417.5,"20220525 09:19:01","9:19:01",10,"m",1653484736,0.00347542,3.475420153,15.01127929,410.09135,254.843825,25.78969986,41.5004477,0.172286997,2.401691462,0.165703589,0.104135276,238.0496005,30.57997009,29.65668,4.1771521,49.83174585,2.120697369,4.255715574,2.056454731,-153.2660288,41.94698499,3.876526698,130.6070834,0,0,1,0,25434.40994,1499.998,1264.498269,0.84299997,0.158699945,3,0.5,"0: Broadleaf",2,1653484736,410.09135,419.9445,20.95591,18.91617,406.29235,20.332275,500.4446,101.0977,0.10035673,29.980645,29.65668,999.9,0,0,4980.564,589.05405,395.4641,1499.998,"0.9000007",0.09999929,24,30875.15,1653484763,"9:19:22",1653484763,1653484020,4,0.047,0.053,3.799,0.581,420,19,0.15,0.12,100,100,3.799,0.624,3.772924493,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.4,12,19,497.606,410.023,35.8782,23.174,30.0009,22.9423,22.8797,19.6407,18.2028,100,35.9134,420,19.0023,100.341,100.829,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 09:19:01,2022-05-25,"m-c","5/24/2022",0.105,19.81,2022-05-24,"m-c",188.666666666667,53.0035335689046,2832.12802604667,27.2,104.122353898774
"c","m",1,10,1,"7/26/2022",1,3.08,"2,760",2.2,1.61,"9,681",51.45,-27.57,"m-c",2022-07-26,3,1658840062,393.5,"20220726 08:54:22","8:54:22",10,"m",1658840054,0.005240647,5.240646728,8.951780014,413.2246667,336.4220136,33.75297138,41.45852466,0.239618997,2.114514558,0.225491023,0.142131766,238.0495702,30.16589004,30.52143667,4.389731682,49.76578447,2.133781614,4.287647902,2.255950069,-231.1125207,-46.80783924,-4.937485815,-44.80827558,234,23,1,0,25316.22583,1499.997667,1264.498075,0.843000028,0.15869996,6,0.5,"0: Broadleaf",2,1658840054,413.2246667,419.895,21.26779,18.19031,413.4136667,20.96201667,1000.011,100.2292667,0.099992457,30.11083333,30.52143667,999.9,0,0,4999.540333,538.2882,72.21570667,1499.997667,"0.9000007",0.099999357,28,29958.05333,1658840094,"8:54:53",1658840094,1657715840,3,-0.087,0.039,-0.189,0.336,420,22,0.27,0.16,100,100,-0.189,0.3054,-0.079489582,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.7,18737,1.66992,2.40356,3.35327,3.04199,3.39966,2.39502,31.4988,14.5173,19,329.566,879.442,33.6222,27.5308,30.0002,27.2875,27.2273,33.3832,27.4541,73.0512,33.5729,420,18.2839,99.9369,98.4005,2022-07-26 08:54:22,2022-07-26,"m-c","7/27/2022",0.1383,15.55,2022-07-27,"m-c",112.436731742589,88.9389067524116,1006.50888805278,22,45.7504040023993
"c","m",1,3,2,"6/8/2022",109,3.19,"3,165",2.54,1.89,"10,104",48.64,-26.93,"m-c",2022-06-08,3,1654785826,749.4000001,"20220609 10:43:46","10:43:46",10,"m",1654785821,0.000662028,0.662028006,2.976326386,418.03555,234.8316461,23.31144661,41.49787121,0.028037724,2.370580966,0.027854793,0.017425582,238.0499849,31.50110876,30.56494,4.400670487,49.71198756,2.118813287,4.262177778,2.2818572,-29.19543504,-71.29860433,-6.706484121,130.8494614,0,0,1,0,25039.96382,1500,1264.500058,0.843000039,0.15869999,3,0.5,"0: Broadleaf",2,1654785821,418.03555,419.98645,21.34421,20.95566,413.28055,20.867305,500.2426,99.16844,0.10032125,30.00706,30.56494,999.9,0,0,4996.625,554.3043,1897.4635,1654785846,"10:44:06",1654785846,1654779588,19,-0.113,"0.061",4.755,0.481,420,21,0.26,0.17,100,100,4.755,0.4767,4.889423051,0.000397065,-1.31e-06,5.62e-10,0.25398333,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,7.6,104,19,497.82,515.773,29.5706,30.978,30.0005,30.8688,30.8253,21.663,20.759,37.508,29.5761,420,20.972,98.6163,98.8111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09 10:43:46,2022-06-09,"m-c","6/8/2022",0.236,29.71,2022-06-08,"m-c",125.889830508475,79.4345338269943,374.689224271441,25.4,14.7515442626551
"c","m",1,5,1,"6/22/2022",64,3.18,"3,130",2.46,1.64,"10,636",49.48,-26.36,"m-c",2022-06-22,3,1655819385,591,"20220621 09:49:44","9:49:44",10,"m",1655819379,0.003283991,3.28399133,12.66875288,411.6035714,270.0249906,27.19800991,41.45837757,0.160776165,2.398532004,0.155020001,0.0973875,238.0498584,30.65597403,29.80926667,4.213996361,50.41911084,2.147610316,4.259516442,2.066386045,-144.8240176,24.17043801,2.238513915,119.6347927,7,1,1,0,25404.15846,1499.999524,1264.499862,0.843000175,0.158699956,3,0.5,"0: Broadleaf",2,1655819379,411.6035714,420.0111429,21.32172381,19.39441905,407.5265714,20.85124762,500.279619,100.6242381,0.099809148,29.99618571,29.80926667,999.9,0,0,4995.892857,573.5092857,145.2398095,1499.999524,"0.900001333",0.099998914,26,30875.2,1655819403,"9:50:02",1655819403,1655818360,12,0.038,-0.03,4.077,0.463,420,21,0.25,0.12,100,100,4.077,0.4704,4.060489484,0.000397065,-1.31e-06,5.62e-10,0.248018001,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,2.9,17.1,19,496.358,557.155,36.0811,26.2935,29.9989,26.2557,26.2037,21.5899,23.4492,100,36.0357,420,19.449,99.6171,99.6204,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-21 09:49:44,2022-06-21,"m-c","6/21/2022",0.13242,17.85,2022-06-21,"m-c",134.798368826461,74.1848739495798,1707.72722328953,24.6,69.4198058247778
"c","m",1,8,2,"7/13/2022",119,2.93,"2,244",1.97,1.23,"9,245",47.46,-28.45,"m-c",2022-07-13,3,1657719663,296.5,"20220713 09:41:03","9:41:03",10,"m",1657719658,0.005838041,5.838040868,16.4069322,408.73685,302.9844516,30.27900795,40.8474635,0.296085509,2.387850444,0.277096829,0.174789995,238.0510236,29.75154413,29.70354,4.188437133,50.77854879,2.14969703,4.233474727,2.038740103,-257.4576023,23.93483049,2.224267651,6.752519473,0,0,1,0,25283.18915,1500.0065,1264.50543,0.842999967,0.158699995,3,0.5,"0: Broadleaf",2,1657719658,408.73685,420.0031,21.51077,18.086225,406.9053,21.17391,500.42795,99.83583,0.10001747,29.889465,29.70354,999.9,0,0,5007.751,546.8839,776.34845,1500.0065,"0.89999995",0.10000001,32,30875.305,1657719549,"9:39:08",1657719549,1657715840,13,0.023,0.039,1.827,0.336,420,22,0.32,0.16,100,100,1.831,0.3359,1.849017664,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,1.9,63.7,19,212.117,496.233,29.8518,31.8067,29.9999,31.6962,31.6365,21.5361,36.2959,0,29.8992,420,17.9871,99.6297,100.366,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 09:41:03,2022-07-13,"m-c","7/13/2022",0.203,21.929,2022-07-13,"m-c",108.024630541872,92.5714806876739,1772.35278923054,19.7,89.9671466614488
"c","m",2,1,1,"5/24/2022",55,3.18,"3,142",2.46,1.3,"9,754",51.29,-26.95,"m-c",2022-05-24,6,1653485394,1069.4,"20220525 09:29:53","9:29:53",10,"m",1653485388,0.003408791,3.408790987,15.58860076,409.7158,253.9046602,25.6924456,41.45887239,0.177691729,2.412146359,0.170726845,0.107307298,238.0503614,29.97143857,28.987565,4.018879783,50.16544433,2.059176809,4.104771396,1.959702973,-150.3276825,47.58426629,4.350381714,139.6573269,0,0,1,0,25645.71367,1500.003,1264.502495,0.842999977,0.158699924,3,0.5,"0: Broadleaf",2,1653485388,409.7158,419.8997,20.34974,18.34751,405.99645,19.74249,500.35555,101.0896,0.099742435,29.353475,28.987565,999.9,0,0,5007.688,585.92315,299.18025,1500.003,"0.90000105",0.09999896,22,30875.24,1653485209,"9:26:49",1653485209,1653484020,5,-0.084,0.053,3.715,0.581,420,19,0.14,0.12,100,100,3.719,0.6073,3.736352811,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.1,22.9,19,498.384,409.598,42.2756,23.2015,29.9999,23.0773,23.0168,19.2311,20.5481,100,80.28,420,18.3476,100.346,100.81,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 09:29:53,2022-05-25,"m-c","5/24/2022",0.135,19.76,2022-05-24,"m-c",146.37037037037,68.3198380566802,2281.70926679704,24.6,92.7524092193918
